|dates|Greene_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Greene_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Greene_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|45.0|0|0.0|0|0.0|0
0|2020-05-25|50.0|0|0.0|0|0.0|0
0|2020-05-26|50.0|0|0.0|0|0.0|0
