|dates|Osage_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Osage_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Osage_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Osage_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Osage_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Osage_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|91.0|0|8.0|0|0.0|0
0|2020-05-18|91.0|0|8.0|0|0.0|0
0|2020-05-19|92.0|0|8.0|0|0.0|0
0|2020-05-20|92.0|0|8.0|0|0.0|0
0|2020-05-21|92.0|0|8.0|0|0.0|0
0|2020-05-22|93.0|0|8.0|0|0.0|0
0|2020-05-23|93.0|0|8.0|0|0.0|0
