|dates|Washington_Georgia_UnitedStates.JHU_ConfirmedCases.data|Washington_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Washington_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|63.0|0|1.0|0|0.0|0
0|2020-05-18|67.0|0|1.0|0|0.0|0
0|2020-05-19|68.0|0|1.0|0|0.0|0
0|2020-05-20|71.0|0|1.0|0|0.0|0
0|2020-05-21|72.0|0|1.0|0|0.0|0
0|2020-05-22|72.0|0|1.0|0|0.0|0
0|2020-05-23|72.0|0|1.0|0|0.0|0
