|dates|Hamilton_Kansas_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|10.0|0|0.0|0|0.0|0
0|2020-05-25|10.0|0|0.0|0|0.0|0
0|2020-05-26|10.0|0|0.0|0|0.0|0
