|dates|Christian_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Christian_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Christian_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Christian_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Christian_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Christian_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|106.0|0|3.0|0|0.0|0
0|2020-05-28|106.0|0|3.0|0|0.0|0
0|2020-05-29|106.0|0|3.0|0|0.0|0
0|2020-05-30|106.0|0|3.0|0|0.0|0
