|dates|Carroll_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Carroll_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Carroll_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|46.0|0|0.0|0|0.0|0
0|2020-05-25|46.0|0|0.0|0|0.0|0
0|2020-05-26|46.0|0|0.0|0|0.0|0
