|dates|Riverside_California_UnitedStates.JHU_ConfirmedCases.data|Riverside_California_UnitedStates.JHU_ConfirmedCases.missing|Riverside_California_UnitedStates.JHU_ConfirmedDeaths.data|Riverside_California_UnitedStates.JHU_ConfirmedDeaths.missing|Riverside_California_UnitedStates.JHU_ConfirmedRecoveries.data|Riverside_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5618.0|0|242.0|0|0.0|0
0|2020-05-18|5952.0|0|261.0|0|0.0|0
0|2020-05-19|6053.0|0|270.0|0|0.0|0
0|2020-05-20|6184.0|0|270.0|0|0.0|0
0|2020-05-21|6343.0|0|284.0|0|0.0|0
0|2020-05-22|6464.0|0|290.0|0|0.0|0
0|2020-05-23|6464.0|0|290.0|0|0.0|0
