|dates|Jefferson_Alabama_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1614.0|0|88.0|0|0.0|0
0|2020-05-25|1630.0|0|91.0|0|0.0|0
0|2020-05-26|1630.0|0|91.0|0|0.0|0
