|dates|Blount_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Blount_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Blount_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Blount_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Blount_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Blount_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|75.0|0|3.0|0|0.0|0
0|2020-05-18|76.0|0|3.0|0|0.0|0
0|2020-05-19|76.0|0|3.0|0|0.0|0
0|2020-05-20|76.0|0|3.0|0|0.0|0
0|2020-05-21|77.0|0|3.0|0|0.0|0
0|2020-05-22|78.0|0|3.0|0|0.0|0
0|2020-05-23|78.0|0|3.0|0|0.0|0
