|dates|Ware_Georgia_UnitedStates.JHU_ConfirmedCases.data|Ware_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Ware_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Ware_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Ware_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Ware_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|171.0|0|12.0|0|0.0|0
0|2020-05-18|174.0|0|13.0|0|0.0|0
0|2020-05-19|177.0|0|13.0|0|0.0|0
0|2020-05-20|191.0|0|13.0|0|0.0|0
0|2020-05-21|191.0|0|13.0|0|0.0|0
0|2020-05-22|201.0|0|13.0|0|0.0|0
0|2020-05-23|201.0|0|13.0|0|0.0|0
