|dates|Clark_Idaho_UnitedStates.JHU_ConfirmedCases.data|Clark_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Clark_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2127.0|0|65.0|0|0.0|0
0|2020-05-25|2127.0|0|65.0|0|0.0|0
0|2020-05-26|2127.0|0|65.0|0|0.0|0
