|dates|Columbia_NewYork_UnitedStates.JHU_ConfirmedCases.data|Columbia_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Columbia_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|380.0|0|32.0|0|0.0|0
0|2020-05-28|380.0|0|32.0|0|0.0|0
0|2020-05-29|380.0|0|32.0|0|0.0|0
0|2020-05-30|380.0|0|32.0|0|0.0|0
