|dates|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedCases.data|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedCases.missing|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Joseph_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1155.0|0|34.0|0|0.0|0
0|2020-05-25|1170.0|0|34.0|0|0.0|0
0|2020-05-26|1170.0|0|34.0|0|0.0|0
