|dates|Alexandria_Virginia_UnitedStates.JHU_ConfirmedCases.data|Alexandria_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Alexandria_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Alexandria_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Alexandria_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Alexandria_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1824.0|0|42.0|0|0.0|0
0|2020-05-28|1824.0|0|42.0|0|0.0|0
0|2020-05-29|1824.0|0|42.0|0|0.0|0
0|2020-05-30|1824.0|0|42.0|0|0.0|0
