|dates|Wood_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Wood_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Wood_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Wood_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Wood_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Wood_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|54.0|0|2.0|0|0.0|0
0|2020-05-28|54.0|0|2.0|0|0.0|0
0|2020-05-29|54.0|0|2.0|0|0.0|0
0|2020-05-30|54.0|0|2.0|0|0.0|0
