|dates|Williamson_Illinois_UnitedStates.JHU_ConfirmedCases.data|Williamson_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Williamson_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Williamson_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Williamson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Williamson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|52.0|0|1.0|0|0.0|0
0|2020-05-18|52.0|0|1.0|0|0.0|0
0|2020-05-19|52.0|0|1.0|0|0.0|0
0|2020-05-20|55.0|0|1.0|0|0.0|0
0|2020-05-21|55.0|0|1.0|0|0.0|0
0|2020-05-22|54.0|0|1.0|0|0.0|0
0|2020-05-23|54.0|0|1.0|0|0.0|0
