|dates|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Bernalillo_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1337.0|0|68.0|0|0.0|0
0|2020-05-25|1347.0|0|68.0|0|0.0|0
0|2020-05-26|1347.0|0|68.0|0|0.0|0
