|dates|Monroe_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Monroe_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Monroe_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|7.0|0|0.0|0|0.0|0
0|2020-05-25|7.0|0|0.0|0|0.0|0
0|2020-05-26|7.0|0|0.0|0|0.0|0
