|dates|McMinn_Tennessee_UnitedStates.JHU_ConfirmedCases.data|McMinn_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|McMinn_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|McMinn_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|McMinn_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|McMinn_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|123.0|0|12.0|0|0.0|0
0|2020-05-18|123.0|0|12.0|0|0.0|0
0|2020-05-19|125.0|0|12.0|0|0.0|0
0|2020-05-20|125.0|0|12.0|0|0.0|0
0|2020-05-21|124.0|0|12.0|0|0.0|0
0|2020-05-22|124.0|0|12.0|0|0.0|0
0|2020-05-23|124.0|0|12.0|0|0.0|0
