|dates|Sandusky_Ohio_UnitedStates.JHU_ConfirmedCases.data|Sandusky_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Sandusky_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Sandusky_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Sandusky_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Sandusky_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|70.0|0|11.0|0|0.0|0
0|2020-05-28|70.0|0|11.0|0|0.0|0
0|2020-05-29|70.0|0|11.0|0|0.0|0
0|2020-05-30|70.0|0|11.0|0|0.0|0
