|dates|Potter_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Potter_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Potter_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Potter_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Potter_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Potter_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2721.0|0|24.0|0|0.0|0
0|2020-05-28|2721.0|0|24.0|0|0.0|0
0|2020-05-29|2721.0|0|24.0|0|0.0|0
0|2020-05-30|2721.0|0|24.0|0|0.0|0
