|dates|Pembina_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Pembina_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Pembina_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Pembina_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Pembina_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Pembina_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
