|dates|Whiteside_Illinois_UnitedStates.JHU_ConfirmedCases.data|Whiteside_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Whiteside_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Whiteside_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Whiteside_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Whiteside_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|111.0|0|8.0|0|0.0|0
0|2020-05-15|113.0|0|8.0|0|0.0|0
0|2020-05-16|113.0|0|8.0|0|0.0|0
