|dates|Brazoria_Texas_UnitedStates.JHU_ConfirmedCases.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedCases.missing|Brazoria_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Brazoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|835.0|0|12.0|0|0.0|0
0|2020-05-25|838.0|0|12.0|0|0.0|0
0|2020-05-26|838.0|0|12.0|0|0.0|0
