|dates|Gloucester_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Gloucester_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Gloucester_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Gloucester_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Gloucester_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Gloucester_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1832.0|0|116.0|0|0.0|0
0|2020-05-18|1907.0|0|117.0|0|0.0|0
0|2020-05-19|1935.0|0|125.0|0|0.0|0
0|2020-05-20|1966.0|0|127.0|0|0.0|0
0|2020-05-21|2002.0|0|129.0|0|0.0|0
0|2020-05-22|2031.0|0|132.0|0|0.0|0
0|2020-05-23|2031.0|0|132.0|0|0.0|0
