|dates|Denver_Colorado_UnitedStates.JHU_ConfirmedCases.data|Denver_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Denver_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Denver_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Denver_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Denver_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|5173.0|0|299.0|0|0.0|0
0|2020-05-25|5216.0|0|298.0|0|0.0|0
0|2020-05-26|5216.0|0|298.0|0|0.0|0
