|dates|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|52.0|0|0.0|0|0.0|0
0|2020-05-18|53.0|0|0.0|0|0.0|0
0|2020-05-19|53.0|0|0.0|0|0.0|0
0|2020-05-20|56.0|0|0.0|0|0.0|0
0|2020-05-21|56.0|0|0.0|0|0.0|0
0|2020-05-22|60.0|0|0.0|0|0.0|0
0|2020-05-23|60.0|0|0.0|0|0.0|0
