|dates|Polk_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Polk_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Polk_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|13.0|0|0.0|0|0.0|0
0|2020-05-18|14.0|0|0.0|0|0.0|0
0|2020-05-19|14.0|0|0.0|0|0.0|0
0|2020-05-20|14.0|0|0.0|0|0.0|0
0|2020-05-21|14.0|0|0.0|0|0.0|0
0|2020-05-22|14.0|0|0.0|0|0.0|0
0|2020-05-23|14.0|0|0.0|0|0.0|0
