|dates|Mason_Texas_UnitedStates.JHU_ConfirmedCases.data|Mason_Texas_UnitedStates.JHU_ConfirmedCases.missing|Mason_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Mason_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Mason_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Mason_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|31.0|0|0.0|0|0.0|0
0|2020-05-28|31.0|0|0.0|0|0.0|0
0|2020-05-29|31.0|0|0.0|0|0.0|0
0|2020-05-30|31.0|0|0.0|0|0.0|0
