|dates|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Oklahoma_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1074.0|0|46.0|0|0.0|0
0|2020-05-18|1075.0|0|46.0|0|0.0|0
0|2020-05-19|1087.0|0|49.0|0|0.0|0
0|2020-05-20|1093.0|0|51.0|0|0.0|0
0|2020-05-21|1109.0|0|54.0|0|0.0|0
0|2020-05-22|1179.0|0|55.0|0|0.0|0
0|2020-05-23|1179.0|0|55.0|0|0.0|0
