|dates|Clark_Indiana_UnitedStates.JHU_ConfirmedCases.data|Clark_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Clark_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|406.0|0|30.0|0|0.0|0
0|2020-05-18|424.0|0|30.0|0|0.0|0
0|2020-05-19|430.0|0|36.0|0|0.0|0
0|2020-05-20|438.0|0|37.0|0|0.0|0
0|2020-05-21|446.0|0|37.0|0|0.0|0
0|2020-05-22|446.0|0|38.0|0|0.0|0
0|2020-05-23|446.0|0|38.0|0|0.0|0
