|dates|OglalaLakota_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|OglalaLakota_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|OglalaLakota_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|OglalaLakota_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|OglalaLakota_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|OglalaLakota_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|20.0|0|0.0|0|0.0|0
0|2020-05-28|20.0|0|0.0|0|0.0|0
0|2020-05-29|20.0|0|0.0|0|0.0|0
0|2020-05-30|20.0|0|0.0|0|0.0|0
