|dates|Quay_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Quay_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Quay_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Quay_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Quay_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Quay_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|5.0|0|1.0|0|0.0|0
0|2020-05-15|5.0|0|1.0|0|0.0|0
0|2020-05-16|5.0|0|1.0|0|0.0|0
