|dates|Orleans_NewYork_UnitedStates.JHU_ConfirmedCases.data|Orleans_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Orleans_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Orleans_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Orleans_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Orleans_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|167.0|0|21.0|0|0.0|0
0|2020-05-18|167.0|0|21.0|0|0.0|0
0|2020-05-19|168.0|0|23.0|0|0.0|0
0|2020-05-20|171.0|0|23.0|0|0.0|0
0|2020-05-21|174.0|0|23.0|0|0.0|0
0|2020-05-22|175.0|0|23.0|0|0.0|0
0|2020-05-23|175.0|0|23.0|0|0.0|0
