|dates|Clarke_Iowa_UnitedStates.JHU_ConfirmedCases.data|Clarke_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Clarke_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Clarke_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Clarke_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Clarke_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|17.0|0|0.0|0|0.0|0
0|2020-05-18|18.0|0|0.0|0|0.0|0
0|2020-05-19|23.0|0|0.0|0|0.0|0
0|2020-05-20|23.0|0|0.0|0|0.0|0
0|2020-05-21|25.0|0|0.0|0|0.0|0
0|2020-05-22|29.0|0|0.0|0|0.0|0
0|2020-05-23|29.0|0|0.0|0|0.0|0
