|dates|Orange_Virginia_UnitedStates.JHU_ConfirmedCases.data|Orange_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Orange_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Orange_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|56.0|0|0.0|0|0.0|0
0|2020-05-18|60.0|0|0.0|0|0.0|0
0|2020-05-19|67.0|0|0.0|0|0.0|0
0|2020-05-20|69.0|0|0.0|0|0.0|0
0|2020-05-21|73.0|0|0.0|0|0.0|0
0|2020-05-22|73.0|0|0.0|0|0.0|0
0|2020-05-23|73.0|0|0.0|0|0.0|0
