|dates|Thurston_Washington_UnitedStates.JHU_ConfirmedCases.data|Thurston_Washington_UnitedStates.JHU_ConfirmedCases.missing|Thurston_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Thurston_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Thurston_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Thurston_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|124.0|0|1.0|0|0.0|0
0|2020-05-18|124.0|0|1.0|0|0.0|0
0|2020-05-19|124.0|0|1.0|0|0.0|0
0|2020-05-20|124.0|0|1.0|0|0.0|0
0|2020-05-21|124.0|0|1.0|0|0.0|0
0|2020-05-22|124.0|0|1.0|0|0.0|0
0|2020-05-23|124.0|0|1.0|0|0.0|0
