|dates|Hardin_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hardin_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hardin_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hardin_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hardin_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hardin_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|11.0|0|2.0|0|0.0|0
0|2020-05-28|11.0|0|2.0|0|0.0|0
0|2020-05-29|11.0|0|2.0|0|0.0|0
0|2020-05-30|11.0|0|2.0|0|0.0|0
