|dates|Breathitt_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Breathitt_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Breathitt_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Breathitt_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Breathitt_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Breathitt_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
