|dates|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Columbus_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|241.0|0|18.0|0|0.0|0
0|2020-05-18|250.0|0|20.0|0|0.0|0
0|2020-05-19|250.0|0|20.0|0|0.0|0
0|2020-05-20|259.0|0|21.0|0|0.0|0
0|2020-05-21|259.0|0|21.0|0|0.0|0
0|2020-05-22|289.0|0|21.0|0|0.0|0
0|2020-05-23|289.0|0|21.0|0|0.0|0
