|dates|Dearborn_Indiana_UnitedStates.JHU_ConfirmedCases.data|Dearborn_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Dearborn_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Dearborn_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Dearborn_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Dearborn_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|158.0|0|19.0|0|0.0|0
0|2020-05-18|158.0|0|19.0|0|0.0|0
0|2020-05-19|158.0|0|19.0|0|0.0|0
0|2020-05-20|158.0|0|21.0|0|0.0|0
0|2020-05-21|160.0|0|21.0|0|0.0|0
0|2020-05-22|161.0|0|21.0|0|0.0|0
0|2020-05-23|161.0|0|21.0|0|0.0|0
