|dates|Morton_Kansas_UnitedStates.JHU_ConfirmedCases.data|Morton_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Morton_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Morton_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Morton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Morton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4.0|0|0.0|0|0.0|0
0|2020-05-25|4.0|0|0.0|0|0.0|0
0|2020-05-26|4.0|0|0.0|0|0.0|0
