|dates|Johnson_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Johnson_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|38.0|0|0.0|0|0.0|0
0|2020-05-28|38.0|0|0.0|0|0.0|0
0|2020-05-29|38.0|0|0.0|0|0.0|0
0|2020-05-30|38.0|0|0.0|0|0.0|0
