|dates|Greene_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Greene_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Greene_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Greene_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|24.0|0|0.0|0|0.0|0
0|2020-05-15|24.0|0|0.0|0|0.0|0
0|2020-05-16|24.0|0|0.0|0|0.0|0
