|dates|Southampton_Virginia_UnitedStates.JHU_ConfirmedCases.data|Southampton_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Southampton_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Southampton_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Southampton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Southampton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|143.0|0|2.0|0|0.0|0
0|2020-05-25|143.0|0|2.0|0|0.0|0
0|2020-05-26|143.0|0|2.0|0|0.0|0
