|dates|PearlRiver_Mississippi_UnitedStates.JHU_ConfirmedCases.data|PearlRiver_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|PearlRiver_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|PearlRiver_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|PearlRiver_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|PearlRiver_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|203.0|0|27.0|0|0.0|0
0|2020-05-25|205.0|0|27.0|0|0.0|0
0|2020-05-26|205.0|0|27.0|0|0.0|0
