|dates|Tillman_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Tillman_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Tillman_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Tillman_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Tillman_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Tillman_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|22.0|0|1.0|0|0.0|0
0|2020-05-18|22.0|0|1.0|0|0.0|0
0|2020-05-19|22.0|0|1.0|0|0.0|0
0|2020-05-20|22.0|0|1.0|0|0.0|0
0|2020-05-21|22.0|0|1.0|0|0.0|0
0|2020-05-22|22.0|0|1.0|0|0.0|0
0|2020-05-23|22.0|0|1.0|0|0.0|0
