|dates|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|173.0|0|1.0|0|0.0|0
0|2020-05-28|173.0|0|1.0|0|0.0|0
0|2020-05-29|173.0|0|1.0|0|0.0|0
0|2020-05-30|173.0|0|1.0|0|0.0|0
