|dates|Polk_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Polk_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Polk_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|8.0|0|0.0|0|0.0|0
0|2020-05-18|8.0|0|0.0|0|0.0|0
0|2020-05-19|8.0|0|0.0|0|0.0|0
0|2020-05-20|9.0|0|0.0|0|0.0|0
0|2020-05-21|9.0|0|0.0|0|0.0|0
0|2020-05-22|9.0|0|0.0|0|0.0|0
0|2020-05-23|9.0|0|0.0|0|0.0|0
