|dates|Evangeline_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Evangeline_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Evangeline_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Evangeline_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Evangeline_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Evangeline_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|66.0|0|1.0|0|0.0|0
0|2020-05-18|66.0|0|1.0|0|0.0|0
0|2020-05-19|67.0|0|1.0|0|0.0|0
0|2020-05-20|67.0|0|1.0|0|0.0|0
0|2020-05-21|83.0|0|1.0|0|0.0|0
0|2020-05-22|87.0|0|1.0|0|0.0|0
0|2020-05-23|87.0|0|1.0|0|0.0|0
