|dates|Lauderdale_Alabama_UnitedStates.JHU_ConfirmedCases.data|Lauderdale_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Lauderdale_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Lauderdale_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Lauderdale_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Lauderdale_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|145.0|0|2.0|0|0.0|0
0|2020-05-28|145.0|0|2.0|0|0.0|0
0|2020-05-29|145.0|0|2.0|0|0.0|0
0|2020-05-30|145.0|0|2.0|0|0.0|0
