|dates|Washington_Iowa_UnitedStates.JHU_ConfirmedCases.data|Washington_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Washington_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|172.0|0|8.0|0|0.0|0
0|2020-05-18|172.0|0|8.0|0|0.0|0
0|2020-05-19|173.0|0|8.0|0|0.0|0
0|2020-05-20|173.0|0|8.0|0|0.0|0
0|2020-05-21|174.0|0|8.0|0|0.0|0
0|2020-05-22|178.0|0|8.0|0|0.0|0
0|2020-05-23|178.0|0|8.0|0|0.0|0
