|dates|Dickson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Dickson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Dickson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Dickson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Dickson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Dickson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|92.0|0|0.0|0|0.0|0
0|2020-05-18|93.0|0|0.0|0|0.0|0
0|2020-05-19|93.0|0|0.0|0|0.0|0
0|2020-05-20|93.0|0|0.0|0|0.0|0
0|2020-05-21|97.0|0|0.0|0|0.0|0
0|2020-05-22|101.0|0|0.0|0|0.0|0
0|2020-05-23|101.0|0|0.0|0|0.0|0
