|dates|KansasCity_Missouri_UnitedStates.JHU_ConfirmedCases.data|KansasCity_Missouri_UnitedStates.JHU_ConfirmedCases.missing|KansasCity_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|KansasCity_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|KansasCity_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|KansasCity_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|838.0|0|17.0|0|0.0|0
0|2020-05-15|848.0|0|18.0|0|0.0|0
0|2020-05-16|848.0|0|18.0|0|0.0|0
