|dates|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Strafford_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|261.0|0|12.0|0|0.0|0
0|2020-05-28|261.0|0|12.0|0|0.0|0
0|2020-05-29|261.0|0|12.0|0|0.0|0
0|2020-05-30|261.0|0|12.0|0|0.0|0
