|dates|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Tyrrell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
