|dates|Tuscarawas_Ohio_UnitedStates.JHU_ConfirmedCases.data|Tuscarawas_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Tuscarawas_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Tuscarawas_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Tuscarawas_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Tuscarawas_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|312.0|0|2.0|0|0.0|0
0|2020-05-25|318.0|0|2.0|0|0.0|0
0|2020-05-26|318.0|0|2.0|0|0.0|0
