|dates|Grainger_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Grainger_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Grainger_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Grainger_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Grainger_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Grainger_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
