|dates|Miner_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Miner_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Miner_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Miner_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Miner_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Miner_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
