|dates|Fulton_Indiana_UnitedStates.JHU_ConfirmedCases.data|Fulton_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|43.0|0|1.0|0|0.0|0
0|2020-05-18|44.0|0|1.0|0|0.0|0
0|2020-05-19|45.0|0|1.0|0|0.0|0
0|2020-05-20|47.0|0|1.0|0|0.0|0
0|2020-05-21|46.0|0|1.0|0|0.0|0
0|2020-05-22|46.0|0|1.0|0|0.0|0
0|2020-05-23|46.0|0|1.0|0|0.0|0
