|dates|Richland_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Richland_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Richland_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Richland_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Richland_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Richland_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|13.0|0|2.0|0|0.0|0
0|2020-05-15|13.0|0|2.0|0|0.0|0
0|2020-05-16|13.0|0|2.0|0|0.0|0
