|dates|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Bernard_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|516.0|0|18.0|0|0.0|0
0|2020-05-15|517.0|0|18.0|0|0.0|0
0|2020-05-16|517.0|0|18.0|0|0.0|0
