|dates|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Grafton_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|61.0|0|1.0|0|0.0|0
0|2020-05-18|62.0|0|1.0|0|0.0|0
0|2020-05-19|63.0|0|1.0|0|0.0|0
0|2020-05-20|64.0|0|1.0|0|0.0|0
0|2020-05-21|66.0|0|1.0|0|0.0|0
0|2020-05-22|68.0|0|1.0|0|0.0|0
0|2020-05-23|68.0|0|1.0|0|0.0|0
