|dates|Harper_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Harper_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Harper_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Harper_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Harper_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Harper_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
